payment_id,date,customer_id,employee_id,product_id,price
7767,2020-11-29,58893,3579,4,25.99
417549,2005-05-08,261031,2858,2,75.0
118877,2011-03-26,619313,3345,1,60.0
958081,1996-04-27,491379,1430,1,60.0
491125,2014-07-17,740523,2143,0,19.2
100722,2018-08-13,922552,3579,1,60.0
866062,2013-06-14,735984,2248,4,25.99
67201,1994-06-11,613593,3431,1,60.0
270134,1992-01-30,180584,2127,3,45.5
207493,2012-12-07,636531,747,3,45.5
465098,2000-10-09,620640,1349,4,25.99
31524,2013-11-03,755843,2248,0,19.2
268848,1994-08-26,625283,1756,4,25.99
258691,2004-05-23,819562,1065,2,75.0
477689,2008-05-03,783174,2720,1,60.0
456472,2016-05-18,199536,639,4,25.99
146324,2009-06-02,353583,1926,1,60.0
463987,1993-05-08,985410,601,3,45.5
372220,2010-11-13,321595,747,1,60.0
605420,2012-02-02,747918,1661,4,25.99
990976,1994-07-13,941400,275,1,60.0
736628,2004-10-10,420500,3026,4,25.99
556130,2011-11-29,934207,1444,2,75.0
196171,2005-08-31,125494,990,3,45.5
778419,1996-05-04,404688,2844,1,60.0
969933,2012-07-31,694863,3686,4,25.99
988915,2013-11-30,151819,1498,0,19.2
132032,2010-07-03,508635,1661,1,60.0
850340,2009-07-09,256097,1756,3,45.5
799705,1994-03-24,126239,2844,4,25.99
134957,2020-02-18,947243,2259,0,19.2
964278,1997-12-31,307579,1975,2,75.0
760836,2000-02-15,858887,1137,3,45.5
406572,2015-05-08,401256,3345,3,45.5
848244,1991-10-14,547450,77,4,25.99
591545,2018-05-10,744059,1349,3,45.5
977900,1991-08-27,321595,2656,1,60.0
837257,2010-02-28,237695,1474,4,25.99
963357,2020-09-14,993400,698,4,25.99
659117,2019-09-11,44900,666,4,25.99
674044,2009-07-18,3030,3246,1,60.0
398594,1996-03-25,697087,3246,4,25.99
353817,2001-01-21,617975,1186,2,75.0
30662,1995-05-01,826225,639,2,75.0
866108,1994-06-14,577933,2060,2,75.0
740644,2016-01-10,129941,2775,4,25.99
784187,2012-06-04,971761,2259,3,45.5
699963,1990-02-19,649409,2556,0,19.2
330258,2008-07-03,66112,879,0,19.2
394324,2018-06-25,68942,3343,4,25.99
33810,2004-04-23,894255,2259,0,19.2
863528,2004-12-05,638103,1430,4,25.99
768656,2009-10-22,300451,698,2,75.0
188383,2003-12-09,747918,1240,2,75.0
369765,2010-02-10,540539,698,1,60.0
4218,2005-05-11,623738,431,3,45.5
333601,2014-06-30,979740,77,4,25.99
527539,2007-05-30,912467,2245,4,25.99
283501,1993-08-17,946838,1186,1,60.0
201975,2007-10-19,697087,2775,2,75.0
182188,2005-09-12,277025,1557,0,19.2
195176,2020-07-23,725144,2127,3,45.5
364814,2003-07-16,12669,431,2,75.0
720853,2018-04-03,512192,2568,4,25.99
491292,2018-11-18,101399,1065,0,19.2
85503,2018-05-25,376961,3492,0,19.2
806562,2000-05-11,997914,990,3,45.5
627388,2002-01-16,28481,1474,4,25.99
648914,1996-05-10,605351,747,3,45.5
540274,2008-06-29,652235,1474,3,45.5
715305,2011-02-02,737260,288,0,19.2
769905,2008-09-12,462572,3686,0,19.2
16631,2007-04-12,106201,44,1,60.0
655307,2016-05-22,546431,1143,3,45.5
370577,2016-04-07,384793,1802,0,19.2
169388,1997-11-09,281825,3579,4,25.99
577098,2017-02-13,294698,1056,3,45.5
330007,1991-06-19,419072,639,1,60.0
598413,2004-12-30,718017,3678,1,60.0
457795,1991-11-02,612706,2729,4,25.99
903094,1993-11-27,622528,1444,3,45.5
547284,2003-01-24,65526,879,3,45.5
321171,1992-02-01,142040,415,1,60.0
627954,1999-06-13,415336,1056,3,45.5
798070,2007-04-21,14688,1559,0,19.2
298065,2006-08-10,606008,2651,2,75.0
931394,1993-11-16,512192,747,3,45.5
749712,2010-07-19,119555,2844,2,75.0
370352,2014-09-11,539155,3678,4,25.99
277464,1993-12-17,555081,639,1,60.0
71065,2010-08-14,72376,1975,3,45.5
340888,2017-03-02,708173,1240,4,25.99
856778,2017-03-22,455522,2120,0,19.2
260269,2004-06-02,533482,2248,1,60.0
576831,2004-01-07,37523,1583,2,75.0
471967,1998-11-04,289165,2858,4,25.99
857323,1996-11-06,989899,3597,2,75.0
175885,1998-09-14,105870,344,4,25.99
865277,2010-08-21,602681,666,0,19.2
758648,1991-02-04,558411,1756,3,45.5
681802,2013-08-17,297266,1528,3,45.5
811365,2001-06-14,263710,3597,4,25.99
909564,2011-04-01,315514,3597,3,45.5
663273,2018-12-30,920173,3387,2,75.0
146842,2005-01-04,822411,402,3,45.5
782277,2000-09-24,806276,2143,4,25.99
830355,1999-04-04,203202,1661,3,45.5
458647,1993-04-15,549599,1802,3,45.5
768935,2000-06-04,619313,3387,3,45.5
881945,2003-05-07,611051,2720,2,75.0
277667,2002-09-13,984965,3446,4,25.99
740123,1993-05-08,117593,1528,2,75.0
694057,1994-04-13,940450,2556,3,45.5
481560,2019-11-08,458408,625,3,45.5
953067,1998-05-08,582047,3343,0,19.2
391352,2015-03-03,289165,3592,2,75.0
127529,2009-09-26,64849,3345,0,19.2
768960,1994-10-11,768696,698,4,25.99
970777,2011-12-19,693786,2043,0,19.2
24949,2004-04-11,120994,512,2,75.0
551184,2014-09-09,44900,2259,0,19.2
305312,1997-05-08,984965,1120,2,75.0
373863,2019-08-03,340039,1065,3,45.5
955052,1994-11-13,534647,639,1,60.0
604671,2020-06-04,354670,601,1,60.0
771967,1993-11-27,682834,1430,0,19.2
92495,1991-07-16,489880,2891,4,25.99
510825,2004-03-31,732332,344,2,75.0
261224,1997-06-13,704919,1240,4,25.99
894053,2003-02-13,278964,1101,3,45.5
598548,2009-08-27,229094,499,1,60.0
987473,1991-01-05,373593,3713,3,45.5
808551,1997-10-09,823760,1756,3,45.5
526116,2000-03-29,676776,747,4,25.99
374430,2014-10-17,518353,2252,0,19.2
886304,1992-12-27,438291,698,2,75.0
608044,1993-01-17,70269,3713,1,60.0
46411,2019-05-24,573116,2143,1,60.0
92,2011-10-14,638103,3446,3,45.5
461625,1996-08-22,542627,1661,2,75.0
400893,1997-07-14,176973,2568,1,60.0
634963,2001-05-09,508144,1583,3,45.5
831539,2010-02-02,627346,1498,1,60.0
329957,1995-08-18,69813,66,2,75.0
135879,2003-11-19,437308,2775,0,19.2
402828,2010-04-07,268639,44,2,75.0
773822,1997-05-27,883090,3592,0,19.2
561711,2015-05-14,533482,3713,0,19.2
116044,1995-01-03,576705,1056,2,75.0
892720,2009-11-29,117593,2556,0,19.2
741172,1994-05-09,607992,1065,0,19.2
135116,2003-02-20,768778,2043,3,45.5
860098,2015-07-26,995624,1101,2,75.0
272207,2014-08-30,415863,1862,1,60.0
93290,2008-07-08,848032,2891,3,45.5
531864,1993-07-28,359988,698,1,60.0
703540,2009-11-11,410238,1926,3,45.5
501230,2010-10-22,818638,1926,4,25.99
148217,2011-01-01,735984,344,4,25.99
316925,1995-02-28,549856,879,2,75.0
883572,2018-10-03,832474,3678,0,19.2
943112,2002-11-13,733242,2248,4,25.99
627535,2015-04-02,826860,1065,2,75.0
834707,2005-02-20,920145,275,3,45.5
639552,1999-02-28,364754,1143,1,60.0
682434,1992-04-22,491379,3449,4,25.99
726711,1996-04-18,364754,431,2,75.0
85086,1998-07-09,909148,3345,1,60.0
732050,2001-09-18,66557,3579,0,19.2
92386,2003-06-04,203202,879,0,19.2
690941,2016-09-26,675814,1240,3,45.5
40443,2006-01-01,602681,2143,0,19.2
599004,1993-12-01,606008,3026,4,25.99
260649,2013-02-18,398861,3713,0,19.2
911928,2009-12-14,894469,512,4,25.99
956656,1990-03-25,210824,1056,4,25.99
310193,1997-01-23,625379,390,2,75.0
642199,2015-03-29,828799,1056,2,75.0
574444,1992-05-02,318434,3570,0,19.2
145196,2003-12-19,191772,1065,0,19.2
560334,2004-03-10,52242,1137,2,75.0
36066,2016-11-19,134430,42,4,25.99
527523,2000-02-02,708173,512,0,19.2
85392,1991-07-31,4511,2537,1,60.0
581387,2002-02-20,713855,1708,1,60.0
512416,2006-09-28,828559,2775,4,25.99
238511,2007-11-28,835641,1926,2,75.0
239843,2004-02-25,484437,3492,4,25.99
358699,2014-01-03,722453,3686,3,45.5
284462,2002-03-16,666402,3246,3,45.5
738015,2014-09-15,28355,2127,1,60.0
191777,2006-11-05,41947,402,4,25.99
137922,2007-11-01,624565,3713,0,19.2
71905,2011-11-24,80496,512,1,60.0
698370,1994-10-15,728657,2568,0,19.2
14158,2011-04-18,697163,3592,4,25.99
487558,2018-07-22,183612,2248,3,45.5
440230,1999-01-20,826860,288,4,25.99
834110,2014-10-24,414604,666,2,75.0
832568,2009-06-19,141673,1697,1,60.0
720060,2009-03-10,361790,3836,2,75.0
937078,2004-06-28,906912,3446,3,45.5
968910,1992-08-24,176973,2623,4,25.99
697984,2006-09-25,296398,2568,1,60.0
739553,2016-08-09,238747,747,4,25.99
622257,2015-02-26,373953,698,3,45.5
904963,2018-04-16,512192,3431,0,19.2
839700,2003-03-29,341160,2552,4,25.99
397973,2001-06-12,650486,2252,1,60.0
30643,2019-10-04,179361,2729,2,75.0
365842,2002-09-02,820910,3753,4,25.99
170635,2012-08-03,379569,3446,2,75.0
715141,2003-04-22,280915,879,2,75.0
582155,2003-01-02,252581,1349,1,60.0
238912,2011-06-18,611051,2825,2,75.0
255353,1991-09-12,840973,2046,1,60.0
266166,2020-09-20,676640,2775,2,75.0
486590,2012-05-30,598897,639,3,45.5
361785,2004-01-13,930557,3246,2,75.0
668549,2008-04-19,578578,1101,0,19.2
275284,1993-02-27,46804,2537,0,19.2
944454,2007-11-29,635012,3111,0,19.2
652812,2011-02-23,870771,3345,4,25.99
687821,1990-11-19,136282,3026,3,45.5
448538,1995-11-25,23638,2720,2,75.0
46914,2006-10-06,72376,2891,0,19.2
369275,2007-07-09,997331,1430,3,45.5
200719,1990-05-05,86871,1143,2,75.0
954607,2004-12-26,829445,3343,0,19.2
801053,1990-03-14,957902,2656,3,45.5
471862,1991-12-23,330268,361,4,25.99
436690,2020-07-09,553046,3387,0,19.2
135305,2020-10-19,807295,2556,2,75.0
608798,2013-06-20,551884,390,1,60.0
567491,1999-08-05,933312,1697,3,45.5
722307,1994-12-30,70355,1557,4,25.99
461523,2008-07-08,22024,2474,0,19.2
648677,2010-06-28,876781,698,0,19.2
634771,1994-09-20,61818,66,2,75.0
238955,2014-08-04,958494,1862,0,19.2
365025,2009-01-19,373953,3446,3,45.5
579366,2016-01-16,571888,499,3,45.5
868368,1992-12-11,20315,2474,1,60.0
234293,2016-08-23,339251,2127,1,60.0
678526,1993-01-13,758193,2120,4,25.99
795894,1994-02-07,12669,3357,2,75.0
492438,2015-04-23,119295,3446,4,25.99
942003,2016-11-02,54270,361,3,45.5
198022,1996-01-06,624565,3357,2,75.0
694088,2005-08-13,617975,3579,0,19.2
366185,1991-03-23,388934,2060,3,45.5
217779,2019-06-27,649678,3005,0,19.2
91907,2003-01-05,778717,3597,0,19.2
689030,2017-08-28,60920,3678,3,45.5
401614,1990-10-05,11691,1697,2,75.0
840937,2012-04-13,106201,3579,4,25.99
22983,2003-06-08,127150,3597,4,25.99
822150,2007-09-30,302252,747,3,45.5
457780,2013-03-04,373593,2259,1,60.0
745617,1990-12-13,920145,2629,0,19.2
688244,1991-02-20,788538,390,2,75.0
818495,2007-08-29,739120,275,3,45.5
383396,2015-11-09,278964,44,0,19.2
501234,2019-12-11,54133,2556,1,60.0
541121,2020-04-01,847391,2060,4,25.99
943982,2015-10-08,694509,1120,4,25.99
783138,2004-06-02,909148,1143,3,45.5
329193,1999-01-10,74702,666,2,75.0
98215,2007-05-26,613155,3597,4,25.99
159849,2014-10-31,722453,1975,0,19.2
372008,2010-04-13,945841,747,2,75.0
649227,1993-04-23,555656,3026,3,45.5
979361,2020-06-05,589833,1137,1,60.0
607544,2010-11-01,872887,3597,1,60.0
945192,2016-11-10,732803,3492,2,75.0
146475,1999-03-04,275970,1349,1,60.0
220194,1999-10-13,546933,601,0,19.2
756294,1991-02-15,46350,3446,2,75.0
28836,2015-01-22,511032,44,4,25.99
383125,2007-07-11,894469,1583,1,60.0
668759,1996-01-11,731210,3111,1,60.0
97221,1994-06-12,246798,1862,4,25.99
620707,2002-09-29,421402,1070,2,75.0
88735,2018-06-21,224145,3026,0,19.2
12402,2008-08-03,247914,1065,2,75.0
758615,1996-07-25,623511,1697,3,45.5
747264,2017-03-19,600790,2552,4,25.99
62169,1994-06-06,413113,639,1,60.0
842452,1990-07-21,930901,2120,3,45.5
901000,1998-02-28,432046,3686,0,19.2
577228,1991-12-30,134430,1444,1,60.0
332867,2010-09-03,70765,2629,4,25.99
269046,1993-10-07,638309,1756,3,45.5
690715,2003-01-04,508627,275,1,60.0
473970,2016-12-15,381885,1756,1,60.0
594859,2020-01-31,270805,415,3,45.5
381072,2020-03-08,980862,1528,2,75.0
669995,1990-07-26,574241,1240,4,25.99
169049,2011-09-17,606008,1143,0,19.2
53236,2003-10-28,755843,3597,4,25.99
759630,2011-03-14,318434,431,2,75.0
468788,2015-04-12,46350,990,4,25.99
789927,2012-11-17,541014,2891,0,19.2
26673,2010-02-12,673428,2060,0,19.2
646224,2010-05-20,872230,1697,4,25.99
330179,1997-08-04,126784,3431,1,60.0
802841,1993-02-21,359878,601,1,60.0
966077,2002-03-26,984127,2729,1,60.0
212029,2003-05-11,819767,2844,2,75.0
166331,1999-01-29,442194,2858,4,25.99
658967,1996-12-14,63955,2474,0,19.2
136270,2017-11-26,603339,3686,0,19.2
191827,2020-04-02,255324,2143,3,45.5
812152,2011-03-31,510785,1802,4,25.99
789267,2007-05-25,628182,3597,3,45.5
694410,1999-10-17,395335,2629,4,25.99
788435,2008-07-26,3030,2537,4,25.99
404345,1992-08-24,821275,2672,0,19.2
850520,2012-02-22,366095,1697,4,25.99
674325,2007-01-20,582929,2537,1,60.0
340846,2020-06-27,228770,1430,4,25.99
777583,1994-11-21,343335,1474,0,19.2
528117,2017-10-11,129986,2127,1,60.0
376650,2008-06-24,922552,666,2,75.0
483280,1993-06-07,826225,2046,4,25.99
418057,2019-02-15,292149,3953,1,60.0
36770,1992-11-19,872025,2891,2,75.0
457003,1996-07-18,435430,2651,0,19.2
546645,2008-01-31,534647,3953,1,60.0
272963,2011-03-10,106201,42,0,19.2
237888,1999-07-29,739043,2825,2,75.0
448460,2007-01-07,650486,625,0,19.2
808109,2013-07-07,70269,1444,3,45.5
375033,2019-12-09,384674,2629,0,19.2
579017,1993-12-16,768778,1661,4,25.99
994006,2016-05-20,627168,3726,0,19.2
619087,2016-06-09,106201,3026,0,19.2
511161,2005-06-10,666031,3387,2,75.0
448754,2007-03-30,759239,1559,0,19.2
258134,2003-06-14,45192,2729,4,25.99
861750,1997-09-13,480965,1444,3,45.5
562547,2014-11-22,454766,1137,0,19.2
102388,2009-03-23,394342,3753,1,60.0
104148,1998-03-05,66112,2127,4,25.99
803732,2001-09-09,624565,288,1,60.0
533139,1996-03-04,41947,2046,4,25.99
630271,2020-04-28,119295,2672,2,75.0
802087,2013-08-04,318434,1583,3,45.5
485641,2004-09-17,421402,3005,0,19.2
117681,2008-05-04,362096,3387,3,45.5
633504,1990-10-12,951798,1056,3,45.5
292868,2004-09-21,379569,361,0,19.2
701654,1992-10-10,112596,2825,3,45.5
57160,2017-01-24,528992,1498,4,25.99
315948,2008-03-04,464078,3678,1,60.0
71883,1998-04-12,929419,2672,1,60.0
995859,2015-08-06,512192,1137,2,75.0
542607,1998-01-19,625215,3111,1,60.0
609142,2017-01-04,697087,2858,4,25.99
799058,1991-02-20,74702,1661,0,19.2
500449,2004-09-07,129941,990,2,75.0
225352,2012-08-16,619313,2623,0,19.2
825004,2003-09-03,852823,66,0,19.2
555219,2014-09-25,822411,601,0,19.2
679518,2019-06-28,142040,512,0,19.2
300992,1995-02-16,820712,2568,0,19.2
594509,1990-10-09,704717,601,2,75.0
561071,1995-12-18,391332,2245,2,75.0
809165,2012-01-29,66112,1557,1,60.0
760285,1992-12-18,570486,3446,4,25.99
194057,2006-05-14,452371,390,4,25.99
462907,1996-03-15,469954,42,0,19.2
756412,1998-08-06,611350,1802,0,19.2
594530,2000-01-01,419016,1143,2,75.0
171491,2004-10-13,468954,2651,0,19.2
481568,2003-04-21,295121,77,3,45.5
385872,1995-07-24,508627,2858,1,60.0
423186,1991-08-18,262723,2858,4,25.99
936452,2020-03-11,64849,2046,3,45.5
559193,2012-07-02,730743,666,0,19.2
433073,1999-01-03,416830,344,3,45.5
384516,2001-02-19,384674,666,3,45.5
988183,2005-11-20,106201,3343,1,60.0
467360,2005-04-02,65526,2245,2,75.0
379330,2016-01-14,705893,2729,2,75.0
330537,2017-10-05,409753,3111,2,75.0
121245,1990-04-17,681377,3026,1,60.0
153013,1996-10-12,246543,2474,1,60.0
528457,2001-07-25,146232,66,4,25.99
539926,1998-11-17,328950,2060,2,75.0
470347,2016-12-11,798975,1170,3,45.5
273641,1998-09-03,946838,1056,0,19.2
947354,2018-06-06,820712,3492,0,19.2
427488,2008-11-03,577888,1498,2,75.0
174460,1990-11-16,199045,66,0,19.2
924679,1990-11-02,879448,3387,2,75.0
94924,1995-08-30,243074,3579,1,60.0
637859,1997-04-06,294698,1170,3,45.5
196396,1990-03-22,433022,3836,2,75.0
722837,2001-12-16,344606,2844,0,19.2
141059,2017-09-07,792828,1559,3,45.5
951364,1997-06-22,450241,3592,4,25.99
867035,1998-12-10,179330,2248,1,60.0
57914,1997-05-24,816755,2537,4,25.99
585501,2011-04-09,125494,2245,3,45.5
166019,1996-01-21,649409,66,4,25.99
241428,2005-08-18,114969,3026,0,19.2
663285,1996-01-14,760588,3592,3,45.5
919240,2000-05-05,742235,3492,3,45.5
859208,2016-08-21,722825,1708,0,19.2
461346,1999-11-24,769506,2623,1,60.0
344638,2003-12-12,958494,698,4,25.99
132262,2007-06-25,996729,2060,0,19.2
544681,2007-07-08,180584,3449,2,75.0
28335,2006-07-07,217888,3726,2,75.0
822444,1993-04-01,331314,402,4,25.99
137094,1999-01-04,608175,1697,3,45.5
727174,2016-01-11,422044,3387,0,19.2
664444,2012-05-11,922540,2720,4,25.99
963033,2016-04-19,70355,2252,3,45.5
441132,1997-10-31,127963,1444,2,75.0
804734,2007-02-10,116332,879,1,60.0
674197,2007-12-01,840586,3753,3,45.5
243121,2011-12-02,785549,275,0,19.2
811557,1991-03-21,281010,3431,1,60.0
201231,2006-03-24,364754,344,3,45.5
538138,2020-08-27,525487,1756,3,45.5
475413,2009-11-11,502075,1708,3,45.5
109756,2015-12-30,228990,1975,1,60.0
161724,1992-03-08,816755,66,1,60.0
666541,2015-12-08,349075,1559,1,60.0
322457,1990-05-30,979740,344,2,75.0
990735,2016-11-13,620640,3345,0,19.2
84942,2009-06-06,275970,2259,4,25.99
464245,1997-07-08,534657,2127,4,25.99
653579,1999-11-07,650828,2568,4,25.99
523089,2013-01-15,158995,3579,0,19.2
765192,1992-01-20,602012,415,0,19.2
700837,1992-10-24,737159,77,2,75.0
57750,2004-08-14,928571,1583,1,60.0
532063,2007-02-28,15092,415,1,60.0
653205,2015-03-01,879448,3570,3,45.5
948207,2002-11-27,649290,44,3,45.5
893805,2005-01-13,570486,1143,3,45.5
239743,1992-12-21,807665,2825,1,60.0
323982,2011-03-16,713682,2043,1,60.0
858221,1991-09-01,387229,431,1,60.0
624356,2006-04-18,892600,1697,1,60.0
697539,2014-02-12,367444,1557,4,25.99
790236,2012-03-02,627168,1170,1,60.0
101274,1996-02-06,414604,1120,4,25.99
137448,2012-02-08,422354,3592,0,19.2
102725,2002-09-20,570486,2656,3,45.5
323820,2006-02-15,295121,2060,1,60.0
567393,2013-03-22,531566,344,2,75.0
485825,1992-08-29,919388,2259,1,60.0
466760,2007-08-20,349075,1120,4,25.99
766937,2007-11-23,94124,66,4,25.99
336381,1992-07-03,783333,2729,2,75.0
948645,2018-10-29,625379,2858,1,60.0
317664,2018-11-03,394367,1474,1,60.0
768230,1994-01-25,628182,1474,4,25.99
142764,2010-04-26,525487,3343,1,60.0
782331,1993-10-07,288900,2729,0,19.2
229826,2012-08-21,127150,2672,4,25.99
463343,2010-07-14,119555,431,1,60.0
21839,2008-10-28,778362,2623,4,25.99
98081,2012-09-21,563867,1862,2,75.0
453982,2000-07-23,286197,3726,2,75.0
471957,2015-12-05,80496,3953,2,75.0
219555,1993-01-20,792828,747,0,19.2
927872,1999-02-05,254572,698,0,19.2
72355,2012-09-20,760588,3492,4,25.99
879556,2005-04-25,494658,3345,3,45.5
758821,2010-12-07,878950,1862,0,19.2
947789,2014-05-21,647134,2248,4,25.99
755075,2007-10-12,716605,402,4,25.99
985499,2007-05-19,342269,1498,1,60.0
21684,2004-01-01,27250,3836,3,45.5
698841,2020-05-22,555956,3111,0,19.2
302174,1990-03-22,317885,1444,4,25.99
612385,1997-10-11,518601,1474,1,60.0
494789,2000-04-13,300451,2729,0,19.2
404755,2014-10-18,331214,2537,3,45.5
545322,2017-05-18,703819,3597,0,19.2
991394,2006-03-26,737260,2656,0,19.2
781213,2015-07-31,58893,66,3,45.5
373372,2018-04-21,256097,1708,3,45.5
238755,2013-10-28,357299,1186,2,75.0
816816,2009-09-09,440538,990,1,60.0
802689,2019-07-30,444124,1559,0,19.2
791536,2004-10-11,331214,1186,2,75.0
44117,2019-08-31,576705,3026,2,75.0
99414,1992-01-21,620979,3686,4,25.99
846270,2004-11-19,181497,1697,0,19.2
253399,1999-12-13,523970,1756,0,19.2
990812,2018-02-22,218822,402,4,25.99
243211,2000-02-11,230634,3005,2,75.0
61335,2004-07-29,621579,2891,4,25.99
985573,2003-08-01,624256,2537,4,25.99
530115,1993-01-08,63955,390,1,60.0
688634,1997-02-09,297266,44,0,19.2
568675,2002-07-23,238042,879,1,60.0
969729,1995-02-28,373593,698,0,19.2
41469,2009-11-19,716605,1137,1,60.0
513786,2018-11-01,682197,625,4,25.99
317356,2018-09-03,698593,3686,3,45.5
999172,2013-06-18,251009,2060,3,45.5
168390,2001-01-11,961154,601,0,19.2
392228,1994-10-26,682834,2556,4,25.99
649519,2015-04-12,807295,1926,0,19.2
135502,2018-09-30,253575,3686,1,60.0
11099,2017-06-01,555656,2672,3,45.5
856659,2005-02-18,500205,1101,1,60.0
108170,2014-09-19,453706,3953,4,25.99
780075,1998-12-07,636626,1430,0,19.2
846288,1998-12-19,70765,3343,4,25.99
947770,2003-03-03,600790,3005,0,19.2
42937,2010-10-22,807665,990,4,25.99
96142,2004-05-30,68942,3431,0,19.2
528748,2013-03-20,845248,3431,2,75.0
885777,2007-08-12,913706,1170,3,45.5
40296,2002-04-30,376961,3343,2,75.0
553564,2001-09-20,865319,390,2,75.0
905462,2006-01-10,439785,639,1,60.0
348181,1995-07-22,856561,1430,3,45.5
43111,2010-08-12,971120,1802,3,45.5
837130,2011-06-09,508635,77,1,60.0
735430,1993-10-26,134430,2245,2,75.0
542384,2003-11-29,59483,1137,4,25.99
815471,1992-12-07,179937,3343,0,19.2
616407,2004-08-29,246798,1349,4,25.99
71188,2017-10-16,90659,1498,1,60.0
524327,2019-03-07,491663,512,4,25.99
292128,2014-01-13,252170,3579,2,75.0
347312,1994-01-02,128760,275,1,60.0
365493,1994-03-31,865033,1120,3,45.5
868031,2000-12-05,7719,3449,2,75.0
990144,2020-11-24,197601,2720,4,25.99
336579,2008-04-05,149481,1528,3,45.5
580365,2017-12-12,235329,1557,1,60.0
657552,2001-04-10,858727,2120,0,19.2
83198,2010-12-14,839430,2891,2,75.0
269473,1992-12-07,541014,2629,4,25.99
520052,1998-06-18,551884,2245,3,45.5
596602,2008-02-10,45192,3026,2,75.0
64998,2009-11-29,78027,2623,4,25.99
561348,2014-11-25,511783,2043,3,45.5
290658,2003-02-02,922552,1101,1,60.0
431285,2016-09-22,134802,2775,4,25.99
12070,2013-11-25,186640,2729,1,60.0
204457,2010-02-24,296398,2629,3,45.5
438305,2018-05-25,560513,2556,2,75.0
18957,1998-01-27,398861,3005,3,45.5
683592,2002-04-01,828559,3492,2,75.0
706967,1994-04-06,367653,2623,2,75.0
157952,2017-09-15,895965,1143,0,19.2
623523,1994-03-03,135440,1170,2,75.0
680547,2007-11-11,613879,2259,1,60.0
234478,2020-03-18,230634,3592,4,25.99
596183,1991-04-08,869679,344,1,60.0
93718,1997-10-19,540740,1240,3,45.5
165135,2018-04-25,813856,3431,0,19.2
985013,1996-02-21,77714,3449,1,60.0
208334,2005-10-08,965460,66,0,19.2
388282,2006-06-17,940450,44,4,25.99
817881,2003-08-03,252196,1708,3,45.5
761634,2017-01-26,960513,512,1,60.0
324304,2015-08-09,778362,3492,3,45.5
372635,2016-03-21,151808,3387,2,75.0
414718,2014-09-08,807295,2552,4,25.99
589608,2011-11-16,83157,3492,3,45.5
746873,2014-11-06,705989,2844,2,75.0
101087,2015-04-15,12669,3431,2,75.0
822152,2014-10-19,840973,66,1,60.0
214196,2005-11-18,47135,1474,4,25.99
851007,2003-06-30,768696,431,3,45.5
483622,2020-05-10,193578,1120,4,25.99
237459,2005-06-26,568900,1756,1,60.0
193978,2006-04-01,285613,2623,4,25.99
334132,1999-02-12,344606,2858,4,25.99
32985,1993-07-31,706916,3579,3,45.5
405426,1995-12-17,953961,1170,1,60.0
117353,2016-08-31,152229,1975,0,19.2
4003,2015-02-06,340039,2891,2,75.0
510690,2020-06-19,659697,275,4,25.99
303330,2003-07-25,346337,2623,2,75.0
766674,1990-02-03,676776,1137,1,60.0
243252,2013-09-09,605754,361,3,45.5
317995,2009-08-02,600790,3492,2,75.0
457123,2017-12-07,114541,2143,1,60.0
584865,1995-01-17,834742,2127,2,75.0
931414,1997-05-09,332939,747,0,19.2
123955,2020-05-17,309451,1926,0,19.2
426943,1999-09-28,227948,639,1,60.0
340016,2019-12-11,86871,2552,3,45.5
893848,2017-03-09,90659,2556,4,25.99
218811,2010-08-29,856914,3953,0,19.2
311374,2007-10-22,639874,2844,2,75.0
37228,2019-09-19,721987,1559,3,45.5
204766,1999-12-24,46350,3686,0,19.2
567751,1991-08-17,792828,2775,4,25.99
247899,2007-05-03,723969,879,2,75.0
116810,2020-05-27,241740,1557,4,25.99
270734,1991-12-09,487590,3713,0,19.2
364082,2012-02-07,573116,1170,2,75.0
516981,2014-06-02,589833,1143,3,45.5
5681,1990-02-05,268639,3431,1,60.0
624189,1997-03-12,510785,3579,3,45.5
547991,2016-02-20,238042,1065,2,75.0
336712,2013-01-29,512192,66,0,19.2
283709,2004-09-19,584332,44,0,19.2
272450,2016-09-19,358994,879,4,25.99
799481,2014-02-14,226672,2568,4,25.99
793253,2002-01-18,629835,3492,1,60.0
582687,1995-08-17,508635,3492,0,19.2
850634,2010-12-29,502075,3005,2,75.0
377484,2011-07-19,469954,1975,0,19.2
734698,2009-01-15,621797,2552,3,45.5
373530,2019-12-23,833258,1594,0,19.2
752790,1997-05-26,55747,2720,4,25.99
498948,2001-01-06,783174,3111,0,19.2
474662,2001-05-02,993639,3953,3,45.5
771485,2019-11-16,743762,3686,1,60.0
143932,2012-08-24,54270,1661,2,75.0
804928,2004-08-02,406599,77,2,75.0
577443,1993-06-20,737159,1926,1,60.0
872171,1996-09-16,761639,3357,1,60.0
163127,2017-10-29,90659,625,2,75.0
386505,2017-05-28,9867,3726,2,75.0
969225,1998-09-22,125494,2651,1,60.0
537190,2016-04-03,626732,1559,4,25.99
467942,1999-02-04,247878,2568,0,19.2
305897,2013-06-27,811468,601,2,75.0
244563,2009-07-12,833803,1559,3,45.5
653536,1991-01-25,173508,3592,1,60.0
559823,2015-01-09,610981,499,3,45.5
951802,2008-01-26,219013,415,1,60.0
488198,2005-05-05,920145,3357,2,75.0
795530,1990-07-11,398861,288,3,45.5
427978,2015-07-26,469954,1143,1,60.0
146424,2017-09-21,560513,3570,4,25.99
